sic64,total_assets_2016,total_assets_2017,total_assets_2018,total_assets_2019,total_assets_2020,total_assets_2021,total_liabilities_2016,total_liabilities_2017,total_liabilities_2018,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,net_assets_2016,net_assets_2017,net_assets_2018,net_assets_2019,net_assets_2020,net_assets_2021
1,765.286,795.313,805.988,858.265,838.038,NA,-206.946,-215.944,-189.159,-206.122,-183.81900000000002,NA,972.232,1011.257,995.147,1064.387,1021.857,NA
1,794.241,800.063,943.856,979.999,1230.468,NA,-112.853,-73.485,-138.025,-142.655,-334.724,NA,907.0939999999999,873.548,1081.881,1122.654,1565.192,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,278.692848413988,537.332398485733,551.155666389498,585.795187524134,NA,NA,-229.786453988157,-430.8502706738841,-409.6112633216551,-406.334660584238,NA,NA,508.479302402145,968.1826691596171,960.7669297111531,992.129848108372,NA
1,340.858,396.704,302.172,282.25,277.05,NA,-252.477,-217.409,-160.101,-142.609,-135.345,NA,593.335,614.113,462.273,424.85900000000004,412.395,NA
1,301.910170625112,374.081202258423,361.311839443976,336.396677060887,396.605194005007,NA,-250.284823581386,-224.5262987839,-181.974490489028,-134.849077584203,-103.542610489044,NA,552.194994206498,598.607501042323,543.286329933004,471.24575464508996,500.147804494051,NA
1,4310.443,4838.041,4174.52,NA,NA,NA,-4438.699,-5199.663,-4687.166,NA,NA,NA,8749.142,10037.704,8861.686000000002,NA,NA,NA
1,1366.043,1399.914,1562.831,1622.387,1704.884,NA,-154.762,-68.11,-148.856,-122.993,-114.395,NA,1520.8049999999998,1468.024,1711.687,1745.3799999999999,1819.279,NA
1,3145.956,3055.345,3181.42,2864.363,2818.75,NA,-1719.236,-1665.4229999999998,-1757.933,-1383.135,-1314.979,NA,4865.192,4720.768,4939.353,4247.498,4133.729,NA
63,109.068,90.995,86.88,117.752,78.292,NA,-1465.941,-1551.211,-1628.022,-1751.921,-1805.906,NA,1575.009,1642.2060000000001,1714.902,1869.673,1884.1979999999999,NA
1,630.805,617.468,641.411,650.711,634.8,NA,-490.90000000000003,-517.852,-543.664,-552.377,-524.7239999999999,NA,1121.705,1135.32,1185.0749999999998,1203.088,1159.524,NA
1,756.831,751.399,783.13,748.784,697.392,NA,-6.823,-19.382,-5.255,-5.39,-9.699,NA,763.654,770.781,788.385,754.174,707.091,NA
1,139.045696124826,143.20491576327,163.647980238509,156.262295362944,179.721472399916,NA,-7.75022844830719,-7.4124611932729,-5.39152944279554,-5.22766413805913,-8.32909128512252,NA,146.7959245731332,150.6173769565429,169.03950968130454,161.48995950100314,188.05056368503853,NA
2,973.507,1001.488,1117.936,1154.055,1198.632,1271.609,-239.055,-332.011,-284.328,-339.311,-392.916,-468.221,1212.562,1333.499,1402.264,1493.366,1591.548,1739.83
1,346.848,337.987,357.929,313.529,321.412,NA,-182.18400000000003,-158.40699999999998,-168.282,-136.674,-142.612,NA,529.032,496.394,526.211,450.203,464.024,NA
1,4195.484,4124.664,4123.526,4078.986,4040.314,NA,-163.405,-203.581,-268.59700000000004,-255.621,-267.795,NA,4358.889,4328.245,4392.123,4334.607,4308.1089999999995,NA
36,NA,NA,NA,1.5,1.5,1.5,NA,NA,NA,0,0,0,NA,NA,NA,1.5,1.5,1.5
1,402.999,443.282,380.568,410.136,341.202,316.673,-446.745,-500.82899999999995,-458.245,-488.22,-436.054,-432.695,849.744,944.1109999999999,838.813,898.356,777.256,749.3679999999999
1,391.219,423.784,444.398,540.105,532.196,466.406,-11.002,-28.669,-3.27,-15.347,-65.688,-46.239,402.221,452.453,447.668,555.452,597.884,512.645
1,NA,NA,NA,4959.4668173542,5316.28550932721,NA,NA,NA,NA,-50.3288955708821,-54.7238396346484,NA,NA,NA,NA,5009.795712925083,5371.009348961858,NA
1,84.633,71.235,122.064,152.442,120.81,NA,-15.36,-18.152,-20.753,-77.431,-21.092,NA,99.993,89.387,142.817,229.873,141.902,NA
1,NA,421.817061793115,416.055073655887,433.482602040846,497.522618295831,NA,NA,-327.12289223939445,-295.1993144733035,-275.5285503174685,-282.6660780914555,NA,NA,748.9399540325094,711.2543881291905,709.0111523583146,780.1886963872865,NA
1,0.1,54.875,125.474,115.46,199.052,NA,0,-40.41,-85.023,-70.20400000000001,-127.76499999999999,NA,0.1,95.285,210.497,185.664,326.817,NA
1,NA,291.143474867904,393.936996028735,426.105996372075,423.662625141033,NA,NA,-192.469245921219,-211.862395173672,-149.939612811427,-109.272118227828,NA,NA,483.612720789123,605.799391202407,576.045609183502,532.9347433688611,NA
1,NA,NA,NA,3.84,60.168,NA,NA,NA,NA,-3.6799999999999997,-50.79,NA,NA,NA,NA,7.52,110.958,NA
1,NA,17.749,51.454,130.275,173.505,NA,NA,-1.35,-33.214,-57.23,-30.74,NA,NA,19.099,84.668,187.505,204.245,NA
1,715.438,662.55,911.246,940.707,800.121,NA,-294.48,-274.584,-385.101,-326.838,-185.948,NA,1009.918,937.134,1296.347,1267.545,986.069,NA
1,12810.127,13100.794,12963.074,12577.534,12036.146,12081.729,-378.188,-314.749,-319.039,-251.861,-185.904,-204.788,13188.315,13415.543,13282.113000000001,12829.395,12222.050000000001,12286.517
1,NA,319.184930832904,316.021680067838,386.188978810698,NA,NA,NA,-270.671990172635,-197.204864645909,-201.68529017066,NA,NA,NA,589.856921005539,513.226544713747,587.874268981358,NA,NA
1,6708.177,6695.906,7031.721,6944.546,6848.504,NA,-5158.525,-5234.153,-5706.299,-5670.877,-5689.446,NA,11866.702,11930.059000000001,12738.02,12615.423,12537.95,NA
1,10686.527,9019.829,6963.867,6857.628,7007.978,NA,-8367.521,-7288.871,-5544.130999999999,-5745.787,-5335.313999999999,NA,19054.048000000003,16308.7,12507.998,12603.415,12343.292,NA
1,107.520388764945,147.862224334831,209.234272591487,243.011897195378,NA,NA,-17.3212678919325,-42.360471558826,-84.816027410401,-69.05722066423999,NA,NA,124.84165665687749,190.222695893657,294.050300001888,312.069117859618,NA,NA
1,NA,120.761,197.659,179.718,201.852,NA,NA,-113.501,-177.33499999999998,-151.43900000000002,-193.59199999999998,NA,NA,234.262,374.99399999999997,331.15700000000004,395.44399999999996,NA
1,266.725,341.158,352.63,231.777,152.007,NA,-39.412,-89.506,-94.108,-61.241,-21.628,NA,306.137,430.664,446.738,293.018,173.635,NA
1,NA,NA,NA,NA,99.661,238.504,NA,NA,NA,NA,-0.48,-0.48,NA,NA,NA,NA,100.141,238.98399999999998
1,142.14064639075,149.098670082912,155.270275823299,151.850544084952,174.411665275895,NA,-17.2390100775558,-12.4887233851455,-18.7828692164034,-8.95278150862828,-14.096088621303,NA,159.3796564683058,161.5873934680575,174.0531450397024,160.80332559358027,188.507753897198,NA
1,NA,NA,361.719625979482,375.510030219455,383.453560565767,434.197608925641,NA,NA,-293.789064530798,-247.026696350249,-204.484706302418,-194.025800133018,NA,NA,655.50869051028,622.536726569704,587.938266868185,628.2234090586591
1,1,584.808,653.1,832.49,NA,NA,0,-535.369,-439.96,-640.2959999999999,NA,NA,1,1120.1770000000001,1093.06,1472.786,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3595.29370409757,3796.83109225611,3851.26201543529,3747.97234832309,3116.25146195938,NA,-2052.967396204046,-1933.5242145556313,-1784.23097801358,-1651.10626327052,-1702.5489186694,NA,5648.261100301615,5730.355306811742,5635.49299344887,5399.07861159361,4818.80038062878,NA
1,NA,NA,NA,NA,222.3,NA,NA,NA,NA,NA,-280.476,NA,NA,NA,NA,NA,502.776,NA
1,9513,9536,3716,3859,4027,NA,-139,-331,-382,-407,-461,NA,9652,9867,4098,4266,4488,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,28.0620942438854,NA,NA,NA,NA,NA,-8.20792926491531,NA,NA,NA,NA,NA,36.27002350880071,NA,NA
1,NA,NA,NA,0.135,989.442,NA,NA,NA,NA,-0.8089999999999999,-972.934,NA,NA,NA,NA,0.944,1962.376,NA
1,4628.246,4812.532,4645.708,4792.331,4629.856,NA,-246.45499999999998,-312.204,-248.39600000000002,-370.03000000000003,-410.028,NA,4874.701,5124.736,4894.103999999999,5162.361,5039.884,NA
1,3761.313,5292.638,5599.517,12333.902,7138.49,NA,-128.844,-2092.796,-4349.485,-6373.338,-6881.091,NA,3890.157,7385.433999999999,9949.002,18707.239999999998,14019.581,NA
1,NA,19.601,19.616,108.189,222.063,NA,NA,-0.06,0,-0.404,-0.45,NA,NA,19.660999999999998,19.616,108.59299999999999,222.51299999999998,NA
1,217.727,299.642,256.833,469,83,NA,-85.798,-71.879,-72.798,-172,-68,NA,303.525,371.521,329.63100000000003,641,151,NA
1,4551.916,3679.457,3645.573,3613.822,3812.342,NA,-3914.344,-3137.3819999999996,-3201.847,-2888.808,-3215.8990000000003,NA,8466.26,6816.839,6847.42,6502.63,7028.241,NA
1,482.217586034431,414.332703898052,467.316090541162,575.653491565547,579.551686161496,NA,-70.8076979859327,-81.9196345886172,-60.9176086791873,-51.8091823862611,-80.0850950835625,NA,553.0252840203638,496.2523384866692,528.2336992203493,627.4626739518081,659.6367812450585,NA
40,44.849,46.069,54.736,154.313,277.456,NA,-13.299,-14.592,-32.538,-116.049,-102.585,NA,58.147999999999996,60.661,87.274,270.36199999999997,380.041,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,209.492686186964,260.110261271953,305.665628684758,372.202392945595,322.821892192285,NA,-132.705738013974,-134.723664298328,-117.605437737456,-137.7571741663842,-54.718546115014,NA,342.198424200938,394.833925570281,423.271066422214,509.95956711197925,377.54043830729904,NA
1,NA,NA,NA,NA,1032.417,NA,NA,NA,NA,NA,-126.78,NA,NA,NA,NA,NA,1159.197,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1852.353,1845.891,1855.226,1844.947,1877.621,NA,-814.6289999999999,-771.721,-789.081,-777.694,-803.8330000000001,NA,2666.982,2617.612,2644.3070000000002,2622.6409999999996,2681.454,NA
27,7316.577,7412.278,7875.214,8033.964,8152.325,NA,-75.221,-279.262,-84.502,-243.252,-192.648,NA,7391.798000000001,7691.54,7959.716,8277.216,8344.973,NA
1,562.839,550.728,228.473,212.588,318.187,NA,-8.712,-10.423,-9.621,-18.659,-57.214999999999996,NA,571.551,561.151,238.09400000000002,231.24699999999999,375.402,NA
1,83.92,48.891,20.792,42.428,45.477,NA,-3.966,-3.076,-66.495,-6.654,-27.147,NA,87.886,51.967,87.287,49.081999999999994,72.624,NA
1,599.93794378209,537.459799976035,505.238077573819,370.843096800598,470.676409037823,NA,-685.126192795988,-663.7175092295264,-685.048921503251,-608.8122586908389,-672.922728810415,NA,1285.064136578078,1201.1773092055614,1190.28699907707,979.6553554914369,1143.5991378482381,NA
1,622.64,758.467,844.393,968.498,NA,NA,-155.097,-248.104,-308.951,-406.317,NA,NA,777.737,1006.571,1153.344,1374.815,NA,NA
1,397.788508099052,410.537268134379,325.780776558668,350.48380213911,NA,NA,-47.4430512940101,-247.215477687318,-405.154768395662,-492.033125308712,NA,NA,445.2315593930621,657.7527458216971,730.93554495433,842.516927447822,NA,NA
1,130.445,152.251,206.989,248.831,240.976,284.446,-8.523,-6.553,-14.973,-18.421,-18.736,-20.001,138.968,158.804,221.96200000000002,267.252,259.712,304.447
1,802.214,840.558,765.456,1020.669,1078.114,NA,-32.384,-11.472,-15.267,-29.359,-27.472,NA,834.5980000000001,852.03,780.7230000000001,1050.028,1105.586,NA
1,0.031,71.014,119.777,151.208,151.014,179.334,0,-7.303,-3.611,-5.154,-0.385,-3.363,0.031,78.317,123.388,156.362,151.399,182.697
48,75.791,52.46,39.688,150.403,NA,NA,-4.687,-37.122,-27.025,-21.801,NA,NA,80.478,89.582,66.713,172.20399999999998,NA,NA
1,28.35,33.302,35.329,18.982,24.755,NA,-48.588,-49.71,-53.879000000000005,-56.445,-40.86,NA,76.938,83.012,89.208,75.42699999999999,65.615,NA
1,483.893,529.867,497.161,175.296,218.798,NA,-145.629,-47.649,-33.959,-25.237,-107.605,NA,629.5219999999999,577.516,531.12,200.533,326.403,NA
1,131.219,111.27,156.773,167.694,241.834,233.522,-73.34200000000001,-55.882999999999996,-76.253,-80.255,-93.45,-68.124,204.561,167.153,233.026,247.94899999999998,335.284,301.64599999999996
1,67.438,95.227,89.315,143.063,150.478,NA,-8.921,-5.837,-8.428,-105.182,-131.637,NA,76.35900000000001,101.06400000000001,97.743,248.245,282.115,NA
1,15351.865,15389.422,15517.371,15510.728,17697.009,NA,-2424.705,-2326.0879999999997,-2607.913,-2789.468,-5203.155,NA,17776.57,17715.510000000002,18125.284,18300.196,22900.163999999997,NA
1,NA,NA,NA,65.745,131.885,NA,NA,NA,NA,-45.663000000000004,-69.137,NA,NA,NA,NA,111.40800000000002,201.022,NA
1,0.002,5008.014,5208.429,5260.137,5230.411,NA,0,-5009.489,-5223.372,-5272.675,-5291.709,NA,0.002,10017.503,10431.801,10532.812,10522.119999999999,NA
1,0.1,0.1,0.115,28.182,131.047,NA,0,0,-0.2,-29.12,-86.594,NA,0.1,0.1,0.315,57.302,217.641,NA
1,8.587,29.33,322.954,373.951,261.377,NA,-7.247,-21.871,-197.909,-136.294,-150.625,NA,15.834,51.20099999999999,520.863,510.245,412.002,NA
1,NA,373.310349076923,381.970366007659,417.108934910912,423.962446822958,NA,NA,-371.30253935662637,-377.8143908679477,-410.7122719801202,-469.735724407205,NA,NA,744.6128884335494,759.7847568756067,827.8212068910323,893.698171230163,NA
1,NA,2147.771,2964.853,4122.562,NA,NA,NA,-2208.643,-3038.0080000000003,-4212.695,NA,NA,NA,4356.414000000001,6002.861000000001,8335.257,NA,NA
1,1101.759,1129.543,1051.644,1069.79,1090.455,NA,-73.295,-72.488,-67.975,-78.063,-71.116,NA,1175.054,1202.031,1119.619,1147.853,1161.571,NA
1,NA,206.811306508084,389.558294883741,386.441330166353,412.067366980243,NA,NA,-211.042560550513,-342.169114046965,-334.210920993992,-343.818012109067,NA,NA,417.85386705859696,731.7274089307059,720.652251160345,755.8853790893099,NA
1,NA,NA,31.354,22.604,13.854,NA,NA,NA,-32.617,-31.537,-18.902,NA,NA,NA,63.971,54.141,32.756,NA
1,2185.482,2139.413,2127.502,2036.984,2052.865,NA,-13.35,-6740.2300000000005,-6696.845,-6649.215,-14.412,NA,2198.832,8879.643,8824.347,8686.199,2067.2769999999996,NA
1,12.43,19.642,29.732,14.73,12.78,NA,-17.982,-12.843,-21.104,-8.863,-8.718,NA,30.412,32.485,50.836,23.593,21.497999999999998,NA
1,325.976,336.462,344.723,350.716,384.706,NA,-65.378,-61.698,-68.063,-60.525,-69.481,NA,391.354,398.15999999999997,412.786,411.241,454.187,NA
1,NA,NA,NA,NA,32.31,NA,NA,NA,NA,NA,-41.642,NA,NA,NA,NA,NA,73.952,NA
1,36.352,30.707,41.426,175.118,256.586,NA,-26.012999999999998,-16.801000000000002,-7.603,-24.238,-17.769000000000002,NA,62.364999999999995,47.508,49.029,199.356,274.355,NA
1,411.295,455.007,453.088,495.696,487.997,NA,-28.211,-32.563,-32.347,-40.362,-47.346,NA,439.50600000000003,487.57,485.435,536.058,535.343,NA
1,17.65,11.361,20.164,30.831,35.537,NA,-48.162,-37.626,-49.153999999999996,-10.515,-21.503,NA,65.812,48.986999999999995,69.318,41.346000000000004,57.04,NA
30,NA,3.001,3,26,NA,NA,NA,0,0,0,-36,NA,NA,3.001,3,26,NA,NA
1,25.659,53.023,28.423,84.969,23.95,NA,-17.532,-44.288,-7.824,-72.414,-9.835,NA,43.191,97.311,36.247,157.38299999999998,33.785,NA
1,0.1,0.1,0.1,36.639,NA,NA,0,0,0,-47.422,NA,NA,0.1,0.1,0.1,84.061,NA,NA
1,573.098,565.128,580.773,556.505,534.77,555.009,-3.66,-3.66,-14.379999999999999,-13.349,-9.349,-7.67,576.7579999999999,568.788,595.153,569.854,544.119,562.679
1,1013.282,644.345,513.611,593.08,616.387,561.404,-624.3349999999999,-230.72299999999998,-174.506,-316.14500000000004,-374.048,-396.127,1637.617,875.068,688.117,909.2250000000001,990.435,957.531
1,NA,NA,228.826141792866,201.733384461611,383.711515641684,NA,NA,NA,-251.55480246330598,-204.4405370991057,-353.316595956893,NA,NA,NA,480.380944256172,406.17392156071674,737.028111598577,NA
1,32.786,19.008,24.564,36.342,7.8,NA,-67.337,-86.557,-108.065,-132.587,-138.617,NA,100.123,105.565,132.629,168.92899999999997,146.417,NA
1,749,616,716,779,695,NA,-198,-65,-165,-228,-144,NA,947,681,881,1007,839,NA
1,246.011,220.946,259.56,215.72,209.504,NA,-166.496,-110.105,-106.38,-122.441,-37.808,NA,412.507,331.051,365.94,338.161,247.31199999999998,NA
1,57.882,99.61,160.655,179.011,165.526,NA,-221.23499999999999,-205.624,-220.23000000000002,-201.082,-212.762,NA,279.11699999999996,305.234,380.885,380.09299999999996,378.288,NA
1,69.802,70.002,56.6,213.862,333.206,NA,-0.35,-0.6,-1.111,-0.746,-0.6,NA,70.152,70.60199999999999,57.711,214.608,333.80600000000004,NA
1,84.899,98.882,83.068,104.679,132.48,83.625,-150.578,-184.34900000000002,-173.143,-189.336,-245.837,-285.515,235.477,283.231,256.211,294.015,378.317,369.14
1,332.298,381.763,482,505,594,NA,-56.76,-51.606,-79,-86,-98,NA,389.058,433.36899999999997,561,591,692,NA
1,506.46,484.373,508.604,508.991,511.964,534.081,-151.02599999999998,-8.898,-26.412,-25.274,-13.978,-15.296,657.486,493.271,535.016,534.265,525.942,549.3770000000001
1,2578.233,2463.16,3459.762,3409.218,3861.491,NA,-150.72099999999998,-132.411,-296.696,-229.32,-649.949,NA,2728.954,2595.571,3756.458,3638.538,4511.44,NA
1,476.027,423.569,409.134,419.967,513.832,457.845,-65.784,-65.654,-68.37,-68.744,-71.525,-75.316,541.811,489.223,477.504,488.711,585.357,533.1610000000001
1,347.119,371.824,326.386,341.793,371.748,NA,-24.056,-21.048,-20.878,-4.162,-12.025,NA,371.175,392.872,347.264,345.955,383.77299999999997,NA
1,462.607,477.637,557.693,550.533,592.24,NA,-40.037,-42.76,-42.743,-38.539,-42.751,NA,502.644,520.397,600.436,589.072,634.991,NA
1,176.067,225.879,14331.284,14547.829,16871.437,NA,-592.217,-609.212,-14125.042,-14490.922,-15007.246,NA,768.284,835.091,28456.326,29038.751,31878.683,NA
1,256.762,263.662,278.582,282.777,334.884,NA,-22.213,-11.437,-14.178,-17.139,-21.05,NA,278.975,275.099,292.76,299.916,355.934,NA
1,2.786,4.636,1.346,0.428,4.394,7.944,-12.331,-17.195999999999998,-27.033,-40.584,-44.191,-34.783,15.116999999999999,21.831999999999997,28.379,41.012,48.585,42.727000000000004
1,44.51,76.304,68.342,56.421,NA,NA,-42.245999999999995,-95.495,-86.468,-86.171,NA,NA,86.756,171.799,154.81,142.592,NA,NA
1,45.3088318313109,57.4269408003013,48.2647498189184,66.4946913708794,111.798205265871,155.17088601121,-6.04779052029252,-7.1957385831958,-3.68721373009545,-3.59069028837271,-7.92188212217333,-27.1125794373183,51.35662235160342,64.6226793834971,51.951963549013854,70.0853816592521,119.72008738804433,182.2834654485283
1,NA,NA,36.126,47.736,139.014,NA,NA,NA,-25.586,-18.897,-53.2,NA,NA,NA,61.711999999999996,66.633,192.214,NA
1,7006.514,7113.064,7863.664,8096.997,8441.956,NA,-200.105,-55.12,-10.757,0,0,NA,7206.619,7168.184,7874.420999999999,8096.997,8441.956,NA
1,25.514,24.773,59.694,56.111,43.616,NA,-3.425,-3.425,-23.425,-19.073,-12.684,NA,28.939,28.198,83.119,75.184,56.3,NA
1,49.921,38.597,58.179,48.052,36.878,NA,-808.153,-692.369,-598.108,-527.347,-496.209,NA,858.0740000000001,730.966,656.2869999999999,575.399,533.087,NA
1,2860.012,3560.822,3579.409,3632.208,3644.142,NA,-641.164,-1307.1380000000001,-1312.0210000000002,-1370.806,-1374.371,NA,3501.1760000000004,4867.96,4891.43,5003.014,5018.513,NA
1,47.655,46.374,53.058,48979,58.835,NA,-67.237,-59.05,-63.587,-57296,-49.213,NA,114.892,105.424,116.64500000000001,106275,108.048,NA
1,37.262,39.485,41.062,43.139,37.568,56.038,-2.963,-3.471,0,0,-1,-28.94,40.225,42.956,41.062,43.139,38.568,84.978
1,47.502,35.668,35.024,61.253,125.711,NA,-45.196,-33.361,-32.035,-59.064,-108.837,NA,92.69800000000001,69.029,67.059,120.31700000000001,234.548,NA
1,19.363,19.84,21.072,18.835,55.466,NA,-0.9,-1,-6.49,-9.22,-8.158,NA,20.262999999999998,20.84,27.561999999999998,28.055,63.624,NA
1,26.567,43.048,41.647,71.315,82.997,NA,-23.66,-41.697,-42.774,-73.115,-88.115,NA,50.227000000000004,84.745,84.42099999999999,144.43,171.112,NA
1,111.596,102.875,480.211,493.986,504.273,NA,-90.178,-96.666,-531.951,-527.915,-539.984,NA,201.774,199.541,1012.162,1021.901,1044.257,NA
1,NA,NA,NA,NA,25.409,13.224,NA,NA,NA,NA,-28.333,-23.85,NA,NA,NA,NA,53.742,37.074
1,713.851,792.417,770.342,840.862,898.039,NA,-80.46000000000001,-84.67399999999999,-75.695,-73.057,-73.808,NA,794.311,877.091,846.037,913.919,971.847,NA
1,1134.689,1221.828,1204.883,1245.229,1188.06,NA,-33.124,-44.575,-34.423,-37.821,-36.117,NA,1167.813,1266.403,1239.306,1283.05,1224.177,NA
46,111.285,97.887,106.423,93.616,93.367,NA,-87.18,-58.433,-94.286,-91.128,-88.011,NA,198.465,156.32,200.709,184.744,181.378,NA
1,510.728,508.169,534.284,531.131,521.646,NA,-9.49,-5.845,-9.093,-17.26,-8.401,NA,520.218,514.014,543.377,548.391,530.0469999999999,NA
1,22.204,22.441,44.711,20.305,36.094,NA,0,0,-0.36,-0.695,-0.604,NA,22.204,22.441,45.071,21,36.698,NA
1,2.395,0.4,1.981,5.21,72.552,NA,-17.978,-18.671,-29.083,-3.624,-38.618,NA,20.373,19.070999999999998,31.064,8.834,111.17000000000002,NA
1,54.684,67.658,75.128,73.769,119.805,NA,-45.39,-58.364,-65.834,-64.475,-56.484,NA,100.074,126.02199999999999,140.962,138.244,176.28900000000002,NA
1,12824,22175,19407,23529,NA,NA,-6346,-14706,-13864,-18821,NA,NA,19170,36881,33271,42350,NA,NA
1,855.87,867.754,893.456,956.647,1041.963,1093.968,-189.26600000000002,-198.662,-208.94,-223.33700000000002,-230.68800000000002,-219.904,1045.136,1066.416,1102.396,1179.9840000000002,1272.651,1313.872
1,103.816,92.2,63.101,25.332,17.72,NA,-7.263,-6.22,-7.289,-5.978,-36.207,NA,111.07900000000001,98.42,70.39,31.310000000000002,53.927,NA
1,683.783,692.286,NA,751.862,744.241,933.396,-253.712,-233.74599999999998,NA,-268.163,-220.801,-337.698,937.495,926.0319999999999,NA,1020.025,965.0419999999999,1271.094
1,169.689,183.564,189.404,172.818,187.858,NA,-186.028,-208.912,-206.721,-211.919,-240.28,NA,355.717,392.476,396.125,384.737,428.13800000000003,NA
1,0.1,0.1,0.1,115.738,31.659,NA,0,0,-38.107,-137.737,-42.749,NA,0.1,0.1,38.207,253.475,74.408,NA
1,884.65,906.5,918.205,902.849,NA,NA,-75.685,-87.845,-85.14800000000001,-71.875,NA,NA,960.335,994.345,1003.3530000000001,974.724,NA,NA
1,17.9729825197561,19.6819870969281,21.3630771577005,18.2468800506336,16.3172271806086,NA,-15.5350887869176,-12.8697451227176,-15.0258576548354,-14.3791902426006,-14.9478719098771,NA,33.5080713066737,32.5517322196457,36.3889348125359,32.6260702932342,31.2650990904857,NA
1,211.54,257.723,99.61,164.938,245.631,NA,-171.545,-221.068,-57.71,-64.273,-68.589,NA,383.085,478.79100000000005,157.32,229.21099999999998,314.22,NA
1,140.882,130.865,129.96,91.253,89.442,139.137,-10.499,-10.354,-9.902,-9.87,-6.172,-6.914,151.381,141.219,139.862,101.123,95.61399999999999,146.051
1,245.861,32.005,47.465,47.467,0.101,NA,-182.391,-56.944,-157.631,-159.462,-57.331,NA,428.25199999999995,88.94900000000001,205.096,206.92899999999997,57.432,NA
1,87.249,90.913,74.443,80.076,76.695,NA,-45.473,-44.226,-10.466,-7.462,-6.123,NA,132.72199999999998,135.139,84.90899999999999,87.538,82.818,NA
1,3817.854,3939.994,4031.333,4065.789,4396.787,NA,-487.441,-557.485,-745.5169999999999,-861.5490000000001,-1253.277,NA,4305.295,4497.479,4776.85,4927.338000000001,5650.064,NA
1,83.062,82.123,291.187,560.258,792.088,NA,-122.751,-144.917,-408.699,-794.915,-1083.388,NA,205.813,227.04000000000002,699.886,1355.173,1875.4759999999999,NA
1,507.411612244002,518.891811028355,519.931754001056,491.786553531483,NA,NA,-132.96290212211392,-126.23906936784229,-120.88371793345829,-107.40084432737724,NA,NA,640.3745143661159,645.1308803961973,640.8154719345143,599.1873978588602,NA,NA
1,183.134,135.951,166.253,120.223,157.176,NA,-216.941,-212.801,-272.719,-282.578,-309.439,NA,400.075,348.75199999999995,438.972,402.801,466.615,NA
1,46.446,75.352,91.373,67.576,61.055,NA,-36.721000000000004,-41.690999999999995,-6.94,-7.725,-3.324,NA,83.167,117.043,98.313,75.30099999999999,64.379,NA
1,42.044,54.034,69.85,230.621,271.71,310.236,-21.285,-20.542,-17.789,-19.54,-17.873,-14.268999999999998,63.32899999999999,74.576,87.639,250.161,289.58299999999997,324.505
1,158.432,158.79,143.931,183.994,154.664,NA,-24.858,-27.691,-12.342,-17.828,-18.073,NA,183.29,186.481,156.27300000000002,201.822,172.737,NA
1,40.128,33.647,26.343,29.985,29.8,NA,-93.637,-83.976,-98.257,-113.637,-110.21600000000001,NA,133.765,117.62299999999999,124.60000000000001,143.622,140.01600000000002,NA
1,195.016,169.339,183.663,92.527,124.254,NA,-31.417,-26.749,-72.622,-25.239,-44.936,NA,226.433,196.088,256.285,117.766,169.19,NA
1,299.263,325.799,374.365,473.073,535.21,573.714,-138.531,-139.093,-140.348,-194.91199999999998,-218.20999999999998,-218.734,437.794,464.89199999999994,514.713,667.9849999999999,753.4200000000001,792.4480000000001
1,513.964,524.26,492.939,504.158,509.808,NA,-369.733,-379.994,-357.898,-363.243,-325.839,NA,883.6970000000001,904.254,850.837,867.4010000000001,835.6469999999999,NA
1,115.359,78.106,101.678,122.548,102.115,NA,-118.51899999999999,-97.797,-126.934,-111.515,-11.183,NA,233.878,175.903,228.612,234.063,113.298,NA
40,24.144,33.114,89.415,93.542,95.899,128.144,-40.814,-53.683,-174.338,-214.819,-240.378,-289.30699999999996,64.958,86.797,263.753,308.361,336.277,417.45099999999996
1,45.846,56.835,55.028,55.917,66.796,NA,-28.081,-24.662,-27.491,-28.949,-48.092,NA,73.92699999999999,81.497,82.519,84.866,114.888,NA
1,25.586,23.913,30.038,23.404,19.914,NA,-21.708,-16.744,-16.324,-17.092,-18.194,NA,47.294,40.657,46.362,40.495999999999995,38.108000000000004,NA
1,34411,23440,20032,20796,NA,NA,-3623,-3031,-427,-1015,NA,NA,38034,26471,20459,21811,NA,NA
1,91.424,106.1,97.614,94.079,113.128,NA,-7.027,-13.696,-13.370999999999999,-10.065999999999999,-12.825,NA,98.45100000000001,119.79599999999999,110.985,104.145,125.953,NA
1,NA,NA,NA,NA,5.709,31.868,NA,NA,NA,NA,-35.128,-43.44,NA,NA,NA,NA,40.837,75.30799999999999
1,168.486,178.529,154.751,83.477,129.448,NA,-140.529,-151.988,-162.832,-144.608,-245.45299999999997,NA,309.015,330.517,317.58299999999997,228.085,374.90099999999995,NA
